Created on 08-17-2020,https://www.CryptoDataDownload.com
1538092800.0,2018-09-28,XRPUSD,0.5438,0.55,0.515,0.5398,9014571.1,4819035.17
1538006400.0,2018-09-27,XRPUSD,0.512,0.557,0.5056,0.5438,9915853.98,5271324.98
1537920000.0,2018-09-26,XRPUSD,0.5246,0.5739,0.4829,0.512,25320234.5,13395720.16
1537833600.0,2018-09-25,XRPUSD,0.4924,0.55,0.4335,0.5246,25853010.19,12225646.67
1537747200.0,2018-09-24,XRPUSD,0.572,0.5833,0.481,0.4924,18199298.9,9450874.58
1537660800.0,2018-09-23,XRPUSD,0.573,0.597,0.5562,0.572,9946159.11,5718491.59
1537574400.0,2018-09-22,XRPUSD,0.5641,0.6287,0.4889,0.573,27678399.38,15471735.95
1537488000.0,2018-09-21,XRPUSD,0.4482,0.8,0.4256,0.5641,64345959.38,36484815.76
1537401600.0,2018-09-20,XRPUSD,0.3269,0.4917,0.3214,0.4482,25212711.44,10153191.47
1537315200.0,2018-09-19,XRPUSD,0.3184,0.335,0.3104,0.3269,9100070.9,2937980.71
1537228800.0,2018-09-18,XRPUSD,0.2708,0.3351,0.2697,0.3184,14071618.03,4354765.31
1537142400.0,2018-09-17,XRPUSD,0.281,0.2829,0.2661,0.2708,6563941.01,1796487.5
1537056000.0,2018-09-16,XRPUSD,0.2816,0.2818,0.2727,0.281,1182226.58,328496.5
1536969600.0,2018-09-15,XRPUSD,0.2756,0.2842,0.2756,0.2816,1769006.9,495245.47
1536883200.0,2018-09-14,XRPUSD,0.2786,0.2847,0.2725,0.2756,8279387.35,2307924.41
1536796800.0,2018-09-13,XRPUSD,0.2694,0.286,0.267,0.2786,7449882.53,2069484.69
1536710400.0,2018-09-12,XRPUSD,0.2622,0.2732,0.2536,0.2694,7857542.14,2054898.25
1536624000.0,2018-09-11,XRPUSD,0.2695,0.2743,0.249,0.2622,8652064.78,2245913.83
1536537600.0,2018-09-10,XRPUSD,0.2749,0.2816,0.2599,0.2695,5815927.08,1563857.78
1536451200.0,2018-09-09,XRPUSD,0.2766,0.2907,0.2708,0.2749,5522636.38,1563255.08
1536364800.0,2018-09-08,XRPUSD,0.287,0.2926,0.2686,0.2766,5487256.4,1522322.24
1536278400.0,2018-09-07,XRPUSD,0.3007,0.3033,0.2811,0.287,4768996.97,1393873.09
1536192000.0,2018-09-06,XRPUSD,0.2787,0.304,0.2668,0.3007,14216727.75,4058131.1
1536105600.0,2018-09-05,XRPUSD,0.3306,0.3337,0.2767,0.2787,14941535.89,4463038.26
1536019200.0,2018-09-04,XRPUSD,0.335,0.34,0.3285,0.3306,1773319.24,591997.02
1535932800.0,2018-09-03,XRPUSD,0.341,0.3427,0.3328,0.335,2019126.8,679953.47
1535846400.0,2018-09-02,XRPUSD,0.3464,0.3492,0.3354,0.341,3416638.17,1167993.0
1535760000.0,2018-09-01,XRPUSD,0.335,0.3529,0.335,0.3464,2885010.17,993530.0
1535673600.0,2018-08-31,XRPUSD,0.3352,0.34,0.3272,0.335,3058816.41,1016748.46
1535587200.0,2018-08-30,XRPUSD,0.3448,0.3462,0.3228,0.3352,3882436.92,1285894.9
1535500800.0,2018-08-29,XRPUSD,0.3514,0.355,0.3387,0.3448,3737948.04,1291983.21
1535414400.0,2018-08-28,XRPUSD,0.3375,0.3579,0.3349,0.3514,6203199.1,2142248.32
1535328000.0,2018-08-27,XRPUSD,0.3227,0.34,0.3221,0.3375,3948142.63,1297063.88
1535241600.0,2018-08-26,XRPUSD,0.3264,0.3279,0.319,0.3227,1481430.64,478117.47
1535155200.0,2018-08-25,XRPUSD,0.3263,0.3322,0.3221,0.3264,1382373.87,452715.01
1535068800.0,2018-08-24,XRPUSD,0.326,0.3294,0.3155,0.3263,2449377.6,788036.09
1534982400.0,2018-08-23,XRPUSD,0.3178,0.3296,0.3155,0.326,2681244.66,861026.15
1534896000.0,2018-08-22,XRPUSD,0.3339,0.3541,0.309,0.3178,7790960.95,2576901.5
1534809600.0,2018-08-21,XRPUSD,0.3142,0.3377,0.3123,0.3339,3481150.46,1139836.53
1534723200.0,2018-08-20,XRPUSD,0.3423,0.3504,0.312,0.3142,5670025.84,1887317.21
1534636800.0,2018-08-19,XRPUSD,0.3294,0.3527,0.319,0.3423,4558489.65,1553394.57
1534550400.0,2018-08-18,XRPUSD,0.3682,0.3719,0.3131,0.3294,6873654.13,2306603.62
1534464000.0,2018-08-17,XRPUSD,0.2929,0.3772,0.2906,0.3682,7453209.49,2470349.49
1534377600.0,2018-08-16,XRPUSD,0.2803,0.3014,0.276,0.2929,6516988.99,1888998.5
1534291200.0,2018-08-15,XRPUSD,0.2734,0.3031,0.273,0.2803,11443447.39,3294385.44
1534204800.0,2018-08-14,XRPUSD,0.2747,0.2766,0.2465,0.2734,8299485.44,2153799.53
1534118400.0,2018-08-13,XRPUSD,0.2958,0.3087,0.271,0.2747,4565337.13,1325481.72
1534032000.0,2018-08-12,XRPUSD,0.2933,0.2933,0.2933,0.2933,0.0,0.0
1533945600.0,2018-08-11,XRPUSD,0.319,0.3198,0.2881,0.2933,5092204.48,1534185.3
1533859200.0,2018-08-10,XRPUSD,0.3451,0.3463,0.3125,0.319,4541353.51,1492570.42
1533772800.0,2018-08-09,XRPUSD,0.3319,0.3575,0.3284,0.3451,6145533.24,2106714.06
1533686400.0,2018-08-08,XRPUSD,0.3787,0.3787,0.32,0.3319,10231643.02,3536614.71
1533600000.0,2018-08-07,XRPUSD,0.4124,0.415,0.3753,0.3787,6055203.2,2407684.52
1533513600.0,2018-08-06,XRPUSD,0.4346,0.4366,0.4026,0.4124,3051687.36,1286784.28
1533427200.0,2018-08-05,XRPUSD,0.4295,0.4366,0.4268,0.4346,1090165.52,469323.02
1533340800.0,2018-08-04,XRPUSD,0.4399,0.4438,0.427,0.4295,1559726.28,676909.68
1533254400.0,2018-08-03,XRPUSD,0.4304,0.4448,0.4259,0.4399,2965443.82,1297835.36
1533168000.0,2018-08-02,XRPUSD,0.446,0.4474,0.4301,0.4304,1120697.88,490556.73
1533081600.0,2018-08-01,XRPUSD,0.4345,0.4608,0.4265,0.446,3776062.38,1675049.7
1532995200.0,2018-07-31,XRPUSD,0.4457,0.4468,0.4268,0.4345,4063447.14,1766941.6
1532908800.0,2018-07-30,XRPUSD,0.4528,0.456,0.4342,0.4457,2463997.99,1097032.24
1532822400.0,2018-07-29,XRPUSD,0.4568,0.458,0.4501,0.4528,454152.03,205732.94
1532736000.0,2018-07-28,XRPUSD,0.4532,0.4577,0.448,0.4568,845290.79,383298.29
1532649600.0,2018-07-27,XRPUSD,0.4488,0.4608,0.4436,0.4532,2161426.57,976763.53
1532563200.0,2018-07-26,XRPUSD,0.459,0.469,0.4461,0.4488,2600480.57,1191524.26
1532476800.0,2018-07-25,XRPUSD,0.4576,0.4678,0.4517,0.459,4281180.46,1970376.02
1532390400.0,2018-07-24,XRPUSD,0.4456,0.47,0.4375,0.4576,10063455.01,4583629.18
1532304000.0,2018-07-23,XRPUSD,0.4498,0.4656,0.442,0.4456,2645712.63,1200774.19
1532217600.0,2018-07-22,XRPUSD,0.4529,0.4625,0.4461,0.4498,2122616.15,969036.25
1532131200.0,2018-07-21,XRPUSD,0.4436,0.46,0.4346,0.4529,4511261.33,2034311.08
1532044800.0,2018-07-20,XRPUSD,0.4763,0.4766,0.4291,0.4436,5490202.15,2487171.34
1531958400.0,2018-07-19,XRPUSD,0.4889,0.4944,0.4716,0.4763,2861071.31,1374515.13
1531872000.0,2018-07-18,XRPUSD,0.5079,0.5238,0.4763,0.4889,7092816.81,3571731.04
1531785600.0,2018-07-17,XRPUSD,0.4827,0.52,0.469,0.5079,7267409.11,3595431.38
1531699200.0,2018-07-16,XRPUSD,0.4467,0.4834,0.443,0.4827,5584889.85,2595996.95
1531612800.0,2018-07-15,XRPUSD,0.4391,0.4493,0.4356,0.4467,1631282.38,725500.75
1531526400.0,2018-07-14,XRPUSD,0.4393,0.4425,0.414,0.4391,2705970.59,1172934.55
1531440000.0,2018-07-13,XRPUSD,0.4366,0.4457,0.4305,0.4393,2216136.7,972124.72
1531353600.0,2018-07-12,XRPUSD,0.4491,0.4491,0.4225,0.4366,5505445.78,2382432.48
1531267200.0,2018-07-11,XRPUSD,0.4426,0.4518,0.4402,0.4491,2498790.27,1113640.6
1531180800.0,2018-07-10,XRPUSD,0.472,0.4728,0.4391,0.4426,4534644.61,2057987.26
1531094400.0,2018-07-09,XRPUSD,0.4782,0.481,0.47,0.472,2866849.12,1359636.25
1531008000.0,2018-07-08,XRPUSD,0.4845,0.4877,0.475,0.4782,1833308.51,886778.78
1530921600.0,2018-07-07,XRPUSD,0.4758,0.4865,0.4627,0.4845,1582699.64,745639.18
1530835200.0,2018-07-06,XRPUSD,0.4776,0.481,0.459,0.4758,2223295.76,1045726.72
1530748800.0,2018-07-05,XRPUSD,0.492,0.5002,0.4696,0.4776,3704421.86,1792479.84
1530662400.0,2018-07-04,XRPUSD,0.4847,0.506,0.475,0.492,2994379.24,1472256.98
1530576000.0,2018-07-03,XRPUSD,0.4891,0.52,0.4778,0.4847,4548523.61,2258149.71
1530489600.0,2018-07-02,XRPUSD,0.4616,0.4974,0.452,0.4891,6659989.34,3212826.25
1530403200.0,2018-07-01,XRPUSD,0.4687,0.4696,0.4502,0.4616,1722319.43,788693.54
1530316800.0,2018-06-30,XRPUSD,0.4545,0.482,0.4544,0.4687,3627713.68,1697638.54
1530230400.0,2018-06-29,XRPUSD,0.4474,0.46,0.4241,0.4545,5053905.93,2216423.37
1530144000.0,2018-06-28,XRPUSD,0.471,0.4725,0.4392,0.4474,3663110.21,1661086.08
1530057600.0,2018-06-27,XRPUSD,0.4526,0.4749,0.448,0.471,3169290.8,1461612.95
1529971200.0,2018-06-26,XRPUSD,0.4802,0.4823,0.4516,0.4526,2392437.27,1129846.43
1529884800.0,2018-06-25,XRPUSD,0.4744,0.4929,0.4722,0.4802,4646796.5,2227638.98
1529798400.0,2018-06-24,XRPUSD,0.4899,0.4949,0.4402,0.4744,8037433.45,3726276.75
1529712000.0,2018-06-23,XRPUSD,0.4816,0.4939,0.4758,0.4899,1582643.81,770530.24
1529625600.0,2018-06-22,XRPUSD,0.5332,0.5366,0.47,0.4816,6422776.74,3193230.37
1529539200.0,2018-06-21,XRPUSD,0.54,0.549,0.5302,0.5332,1278810.79,688240.97
1529452800.0,2018-06-20,XRPUSD,0.5492,0.55,0.5229,0.54,2025684.88,1085760.2
1529366400.0,2018-06-19,XRPUSD,0.5386,0.5882,0.5341,0.5492,3200867.2,1745221.85
1529280000.0,2018-06-18,XRPUSD,0.5259,0.5512,0.5097,0.5386,3942577.46,2089289.74
1529193600.0,2018-06-17,XRPUSD,0.5337,0.54,0.5224,0.5259,1425260.92,756582.75
1529107200.0,2018-06-16,XRPUSD,0.533,0.5381,0.5187,0.5337,1539447.11,816753.16
1529020800.0,2018-06-15,XRPUSD,0.5564,0.5627,0.5281,0.533,3821556.32,2086438.25
1528934400.0,2018-06-14,XRPUSD,0.5282,0.568,0.5205,0.5564,7567706.55,4131667.78
1528848000.0,2018-06-13,XRPUSD,0.5585,0.5603,0.502,0.5282,8488603.77,4496285.83
1528761600.0,2018-06-12,XRPUSD,0.5985,0.5994,0.5448,0.5585,6493970.75,3718127.2
1528675200.0,2018-06-11,XRPUSD,0.5827,0.5999,0.561,0.5985,5721463.47,3309660.64
1528588800.0,2018-06-10,XRPUSD,0.6578,0.6578,0.555,0.5827,8733025.08,5279573.88
1528502400.0,2018-06-09,XRPUSD,0.6725,0.6799,0.6564,0.6578,2001450.58,1332704.78
1528416000.0,2018-06-08,XRPUSD,0.6782,0.68,0.6564,0.6725,1891857.91,1267376.81
1528329600.0,2018-06-07,XRPUSD,0.6747,0.6885,0.6687,0.6782,2686328.78,1823482.23
1528243200.0,2018-06-06,XRPUSD,0.6737,0.6849,0.654,0.6747,3979827.4,2663052.17
1528156800.0,2018-06-05,XRPUSD,0.6555,0.685,0.634,0.6737,5079532.97,3353596.32
1528070400.0,2018-06-04,XRPUSD,0.6876,0.7041,0.6352,0.6555,10199495.53,6774326.87
1527984000.0,2018-06-03,XRPUSD,0.6421,0.6882,0.6374,0.6876,7187757.21,4753172.85
1527897600.0,2018-06-02,XRPUSD,0.6203,0.6495,0.61,0.6421,6076647.71,3851710.21
1527811200.0,2018-06-01,XRPUSD,0.6111,0.6235,0.6042,0.6203,4601488.29,2814766.93
1527724800.0,2018-05-31,XRPUSD,0.6005,0.62,0.5882,0.6111,3552161.91,2160792.31
1527638400.0,2018-05-30,XRPUSD,0.5999,0.6263,0.5818,0.6005,6130002.78,3684843.37
1527552000.0,2018-05-29,XRPUSD,0.548,0.61,0.5455,0.5999,7682322.16,4473337.6
1527465600.0,2018-05-28,XRPUSD,0.6033,0.6093,0.5457,0.548,6673363.72,3844169.57
1527379200.0,2018-05-27,XRPUSD,0.6079,0.6102,0.5964,0.6033,2303223.91,1388324.89
1527292800.0,2018-05-26,XRPUSD,0.6058,0.6266,0.5973,0.6079,3313223.76,2041644.48
1527206400.0,2018-05-25,XRPUSD,0.6297,0.6331,0.5937,0.6058,5604297.53,3420476.09
1527120000.0,2018-05-24,XRPUSD,0.5916,0.638,0.5771,0.6297,6711473.46,4088744.21
1527033600.0,2018-05-23,XRPUSD,0.6377,0.6771,0.575,0.5916,11087662.71,6720406.81
1526947200.0,2018-05-22,XRPUSD,0.6759,0.6784,0.6354,0.6377,3082917.33,2036838.57
1526860800.0,2018-05-21,XRPUSD,0.6982,0.702,0.67,0.6759,3440778.83,2357162.44
1526774400.0,2018-05-20,XRPUSD,0.6753,0.7067,0.6695,0.6982,3128363.34,2163732.52
1526688000.0,2018-05-19,XRPUSD,0.6754,0.6913,0.662,0.6753,1950923.44,1316638.19
1526601600.0,2018-05-18,XRPUSD,0.66,0.6838,0.6468,0.6754,4702291.3,3131540.67
1526515200.0,2018-05-17,XRPUSD,0.7088,0.7137,0.65,0.66,5020019.14,3429868.97
1526428800.0,2018-05-16,XRPUSD,0.6909,0.71,0.66,0.7088,7288025.29,4944053.71
1526342400.0,2018-05-15,XRPUSD,0.7282,0.748,0.6831,0.6909,6829102.69,4916707.03
1526256000.0,2018-05-14,XRPUSD,0.7301,0.7494,0.69,0.7282,10422396.82,7499947.79
1526169600.0,2018-05-13,XRPUSD,0.684,0.748,0.665,0.7301,7675487.11,5483930.59
1526083200.0,2018-05-12,XRPUSD,0.6789,0.708,0.631,0.684,9568244.8,6465975.91
1525996800.0,2018-05-11,XRPUSD,0.7482,0.7577,0.6501,0.6789,21754351.13,15092899.21
1525910400.0,2018-05-10,XRPUSD,0.7956,0.8052,0.7455,0.7482,5167683.31,4040008.1
1525824000.0,2018-05-09,XRPUSD,0.8058,0.8156,0.76,0.7956,10821184.25,8452743.4
1525737600.0,2018-05-08,XRPUSD,0.8286,0.8453,0.7919,0.8058,5158206.9,4196597.06
1525651200.0,2018-05-07,XRPUSD,0.8599,0.8629,0.8011,0.8286,8222673.92,6762776.49
1525564800.0,2018-05-06,XRPUSD,0.8986,0.91,0.8377,0.8599,6770007.56,5867508.18
1525478400.0,2018-05-05,XRPUSD,0.8882,0.924,0.8854,0.8986,4495877.21,4065295.57
1525392000.0,2018-05-04,XRPUSD,0.8734,0.9247,0.8562,0.8882,8853006.39,7900672.15
1525305600.0,2018-05-03,XRPUSD,0.858,0.89,0.84,0.8734,8480588.25,7383584.34
1525219200.0,2018-05-02,XRPUSD,0.8356,0.8749,0.825,0.858,7232277.11,6146417.29
1525132800.0,2018-05-01,XRPUSD,0.831,0.8395,0.781,0.8356,7761013.26,6275403.89
1525046400.0,2018-04-30,XRPUSD,0.8699,0.875,0.8167,0.831,5772929.94,4874016.93
1524960000.0,2018-04-29,XRPUSD,0.8603,0.9086,0.8251,0.8699,8468313.87,7340008.74
1524873600.0,2018-04-28,XRPUSD,0.8068,0.89,0.8031,0.8603,6817314.92,5799100.9
1524787200.0,2018-04-27,XRPUSD,0.8488,0.8622,0.8015,0.8068,8126669.05,6810153.31
1524700800.0,2018-04-26,XRPUSD,0.7951,0.8499,0.758,0.8488,14336949.25,11543681.36
1524614400.0,2018-04-25,XRPUSD,0.92,0.9266,0.7695,0.7951,28839707.1,23932333.85
1524528000.0,2018-04-24,XRPUSD,0.8734,0.964,0.8672,0.92,15945214.43,14713114.52
1524441600.0,2018-04-23,XRPUSD,0.8639,0.885,0.85,0.8734,5816413.05,5055896.8
1524355200.0,2018-04-22,XRPUSD,0.87,0.919,0.84,0.8639,10123234.08,8972748.62
1524268800.0,2018-04-21,XRPUSD,0.9268,0.9274,0.81,0.87,13643935.26,11846507.95
1524182400.0,2018-04-20,XRPUSD,0.782,0.9405,0.782,0.9268,25618461.05,22134911.56
1524096000.0,2018-04-19,XRPUSD,0.7122,0.7871,0.7041,0.782,12526393.87,9251823.31
1524009600.0,2018-04-18,XRPUSD,0.6534,0.73,0.6516,0.7122,10238943.79,7098224.8
1523923200.0,2018-04-17,XRPUSD,0.6622,0.682,0.6468,0.6534,5222555.28,3478785.98
1523836800.0,2018-04-16,XRPUSD,0.6961,0.6974,0.6364,0.6622,6478541.3,4285226.7
1523750400.0,2018-04-15,XRPUSD,0.6395,0.6984,0.6395,0.6961,7395114.35,4985001.33
1523664000.0,2018-04-14,XRPUSD,0.6416,0.674,0.6225,0.6395,9710554.89,6282966.71
1523577600.0,2018-04-13,XRPUSD,0.6433,0.7081,0.613,0.6416,25241937.71,16585436.32
1523491200.0,2018-04-12,XRPUSD,0.5412,0.6657,0.5021,0.6433,25698922.02,14683193.96
1523404800.0,2018-04-11,XRPUSD,0.4908,0.555,0.486,0.5412,8079793.27,4158254.99
1523318400.0,2018-04-10,XRPUSD,0.4873,0.4934,0.4777,0.4908,3315245.95,1610977.41
1523232000.0,2018-04-09,XRPUSD,0.4969,0.5113,0.4743,0.4873,6480182.17,3173706.09
1523145600.0,2018-04-08,XRPUSD,0.4851,0.5006,0.4837,0.4969,3230939.95,1597629.57
1523059200.0,2018-04-07,XRPUSD,0.4739,0.496,0.47,0.4851,4959521.4,2417929.69
1522972800.0,2018-04-06,XRPUSD,0.4875,0.4953,0.4587,0.4739,7309516.17,3447304.73
1522886400.0,2018-04-05,XRPUSD,0.4896,0.497,0.4747,0.4875,6505555.33,3155530.24
1522800000.0,2018-04-04,XRPUSD,0.5491,0.5536,0.485,0.4896,9659120.66,4924701.29
1522713600.0,2018-04-03,XRPUSD,0.493,0.5525,0.492,0.5491,13042738.64,6852999.63
1522627200.0,2018-04-02,XRPUSD,0.4788,0.5041,0.4715,0.493,8503564.36,4136093.4
1522540800.0,2018-04-01,XRPUSD,0.4984,0.5056,0.45,0.4788,10548911.19,5074114.85
1522454400.0,2018-03-31,XRPUSD,0.4984,0.521,0.492,0.4984,6326972.02,3203231.26
1522368000.0,2018-03-30,XRPUSD,0.5016,0.5234,0.4703,0.4984,17698321.52,8699355.19
1522281600.0,2018-03-29,XRPUSD,0.5724,0.574,0.4976,0.5016,16473231.9,8716604.88
1522195200.0,2018-03-28,XRPUSD,0.57,0.5879,0.5635,0.5724,4102113.08,2352143.73
1522108800.0,2018-03-27,XRPUSD,0.5873,0.602,0.557,0.57,8800351.79,5097709.83
1522022400.0,2018-03-26,XRPUSD,0.6355,0.6421,0.575,0.5873,10234758.31,6125397.59
1521936000.0,2018-03-25,XRPUSD,0.6282,0.654,0.621,0.6355,4076988.37,2585067.86
1521849600.0,2018-03-24,XRPUSD,0.64,0.6784,0.628,0.6282,6158772.44,4004677.44
1521763200.0,2018-03-23,XRPUSD,0.6544,0.6544,0.612,0.64,6826941.83,4289770.92
1521676800.0,2018-03-22,XRPUSD,0.6787,0.6909,0.61,0.6544,9409299.62,6149028.8
1521590400.0,2018-03-21,XRPUSD,0.7005,0.7098,0.66,0.6787,9980780.94,6875553.65
1521504000.0,2018-03-20,XRPUSD,0.7197,0.72,0.657,0.7005,14073719.43,9772278.7
1521417600.0,2018-03-19,XRPUSD,0.6484,0.7238,0.6261,0.7197,14833948.73,9962168.29
1521331200.0,2018-03-18,XRPUSD,0.6288,0.6747,0.5335,0.6484,22378475.42,13199981.92
1521244800.0,2018-03-17,XRPUSD,0.6778,0.6829,0.6133,0.6288,9494083.18,6163812.05
1521158400.0,2018-03-16,XRPUSD,0.6818,0.7097,0.6556,0.6778,8320403.76,5729518.01
1521072000.0,2018-03-15,XRPUSD,0.6851,0.7213,0.6252,0.6818,16812757.19,11184108.11
1520985600.0,2018-03-14,XRPUSD,0.7778,0.7888,0.6515,0.6851,13912364.57,9959270.8
1520899200.0,2018-03-13,XRPUSD,0.78,0.7984,0.7601,0.7778,5266016.97,4087372.94
1520812800.0,2018-03-12,XRPUSD,0.815,0.83,0.7628,0.78,6829400.92,5467015.38
1520726400.0,2018-03-11,XRPUSD,0.7741,0.8305,0.75,0.815,7411862.71,5892458.69
1520640000.0,2018-03-10,XRPUSD,0.8217,0.8438,0.7655,0.7741,5881250.96,4747311.71
1520553600.0,2018-03-09,XRPUSD,0.8058,0.845,0.7322,0.8217,22805907.47,17804321.36
1520467200.0,2018-03-08,XRPUSD,0.8519,0.8719,0.7923,0.8058,10783150.19,9007672.24
1520380800.0,2018-03-07,XRPUSD,0.9009,0.914,0.786,0.8519,17306668.53,14871707.83
1520294400.0,2018-03-06,XRPUSD,0.944,0.98,0.8916,0.9009,17198288.74,15952456.8
1520208000.0,2018-03-05,XRPUSD,1,1.1,0.9389,0.944,21549691.29,21845710.15
1520121600.0,2018-03-04,XRPUSD,0.8973,1.03,0.885,1,12464568.74,11942685.21
1520035200.0,2018-03-03,XRPUSD,0.8996,0.92,0.8905,0.8973,3776157.25,3414883.58
1519948800.0,2018-03-02,XRPUSD,0.9142,0.9212,0.8866,0.8996,3761470.36,3387461.87
1519862400.0,2018-03-01,XRPUSD,0.887,0.949,0.875,0.9142,6918167.36,6318935.07
1519776000.0,2018-02-28,XRPUSD,0.928,0.9479,0.88,0.887,5589015.53,5095523.61
1519689600.0,2018-02-27,XRPUSD,0.9273,0.96,0.9169,0.928,5823859.19,5464128.09
1519603200.0,2018-02-26,XRPUSD,0.9025,0.9527,0.878,0.9273,6992458.48,6423528.17
1519516800.0,2018-02-25,XRPUSD,0.9012,0.9262,0.8765,0.9025,4800640.49,4313855.25
1519430400.0,2018-02-24,XRPUSD,0.9369,0.972,0.8673,0.9012,7221243.71,6596916.99
1519344000.0,2018-02-23,XRPUSD,0.889,0.99,0.8501,0.9369,12734602.12,11797090.69
1519257600.0,2018-02-22,XRPUSD,0.9513,1.01,0.8536,0.889,16847344.31,15509935.86
1519171200.0,2018-02-21,XRPUSD,1.03,1.04,0.94,0.9513,16356453.49,16202417.74
1519084800.0,2018-02-20,XRPUSD,1.11,1.13,1,1.03,10252476.36,11018661.54
1518998400.0,2018-02-19,XRPUSD,1.07,1.14,1.07,1.11,5913471.48,6592652.88
1518912000.0,2018-02-18,XRPUSD,1.18,1.18,1.05,1.07,13222193.51,14668616.89
1518825600.0,2018-02-17,XRPUSD,1.12,1.21,1.1,1.18,12388033.21,14336736.98
1518739200.0,2018-02-16,XRPUSD,1.11,1.12,1.07,1.12,8233232.02,9051706.51
1518652800.0,2018-02-15,XRPUSD,1.13,1.15,1.08,1.11,17678743.78,19663673.31
1518566400.0,2018-02-14,XRPUSD,0.9825,1.16,0.9777,1.13,23790537.49,25304234.47
1518480000.0,2018-02-13,XRPUSD,1.04,1.05,0.966,0.9825,11068288.53,11073582.81
1518393600.0,2018-02-12,XRPUSD,0.9597,1.08,0.956,1.04,22060138.58,22785419.43
1518307200.0,2018-02-11,XRPUSD,1.03,1.04,0.893,0.9597,28293840.49,27270399.71
